 ,Label,Area,Mean,Min,Max,X,Y,BiologicalReplicate,CellArea,CellMean,CellTotalFluorescence,CellMin,CellMax,CellStd,X_PoleDim,Y_PoleDim,AreaPoleDim,MeanPoleDim,TotalFluorescencePoleDim,MinPoleDim,MaxPoleDim,StdPoleDim,Nb_Pili_PoleDim,Nb_Flagella_PoleDim,X_PoleBright,Y_PoleBright,AreaPoleBright,MeanPoleBright,TotalFluorescencePoleBright,MinPoleBright,MaxPoleBright,StdPoleBright,Nb_Pili_PoleBright,Nb_Flagella_PoleBright,PolarRatio,Strain,Growth,StdDev,Median,Slice,Cell_ID
1,pilB_mNG_fliC-_sol_Gasket_1_event17_tirf_RAW_Stack.tif,724,255,255,255,16.01243,44.27762,1,825,124.94303,103078.0,59,208,29.677190000000003,390.2016,388.41122,112,118.28571,13248.0,40,190,37.88922,0,0,387.70328,326.63772,112,122.5,13720.0,59,206,32.07311,1,0,0.95068,pilB_mNG_fliC-,Solid,,,,
1,pilB_mNG_fliC-_sol_Gasket_1_event18_tirf_RAW_Stack.tif,651,255,255,255,40.31106,20.20968,1,739,99.06631,73210.0,52,172,20.0153,252.5321,428.57236,112,87.99107,9855.0,52,107,14.82845,0,0,301.72077,412.18451,112,107.42857,12032.0,47,172,32.3229,0,0,0.98047,pilB_mNG_fliC-,Solid,,,,
1,pilB_mNG_fliC-_sol_Gasket_1_event19_tirf_RAW_Stack.tif,457,255,255,255,29.50438,16.594089999999998,1,518,122.74131,63580.0,77,149,18.94884,211.49289,198.29982,112,115.64286,12952.0,64,149,24.57269,0,0,244.40767,189.3373,112,121.39286,13596.0,85,149,20.17507,0,0,0.94092,pilB_mNG_fliC-,Solid,,,,
1,pilB_mNG_fliC-_sol_Gasket_1_event2_tirf_RAW_Stack.tif,513,255,255,255,30.55653,11.6462,1,576,88.44097,50942.0,49,139,16.13185,273.48908,445.52087,156,74.74359,11660.0,30,106,19.57776,0,0,238.38265,443.38753,156,82.36538,12849.0,28,139,29.72391,2,0,0.78456,pilB_mNG_fliC-,Solid,,,,
2,pilB_mNG_fliC-_sol_Gasket_1_event2_tirf_RAW_Stack.tif,472,255,255,255,19.04237,27.07415,1,538,115.74907,62273.0,28,176,28.36307,328.29642,57.85776,137,106.35036,14570.0,50,144,21.52515,0,0,314.94396,85.25929000000002,137,119.56934,16381.0,43,176,38.71536,2,0,0.95209,pilB_mNG_fliC-,Solid,,,,
1,pilB_mNG_fliC-_sol_Gasket_1_event20_tirf_RAW_Stack.tif,583,255,255,255,32.875640000000004,19.192970000000006,1,657,172.54795,113364.0,115,222,26.01356,345.02653,276.77459,137,150.13869,20569.0,89,199,31.00526,0,0,306.1155100000001,263.79868,137,179.48905,24590.0,124,222,26.72329,0,0,0.9255,pilB_mNG_fliC-,Solid,,,,
1,pilB_mNG_fliC-_sol_Gasket_1_event3_tirf_RAW_Stack.tif,664,255,255,255,35.88855,35.06928,1,761,122.37582,93128.0,55,243,34.84897,166.52121,340.5494700000001,97,103.47423,10037.0,52,172,31.31297,1,0,117.2492,371.08389,97,128.29897,12445.0,71,243,50.22142,3,0,0.9301,pilB_mNG_fliC-,Solid,,,,
2,pilB_mNG_fliC-_sol_Gasket_1_event4_tirf_RAW_Stack.tif,562,255,255,255,22.27402,43.31139,1,630,104.54762,65865.0,39,171,25.58163,345.05688,66.6055,156,91.07051,14207.0,11,129,27.10651,0,0,350.85381,101.40941,156,94.96154,14814.0,18,160,36.25535,0,0,0.80282,pilB_mNG_fliC-,Solid,,,,
1,pilB_mNG_fliC-_sol_Gasket_1_event5_tirf_RAW_Stack.tif,498,255,255,255,32.91365,14.5261,1,573,271.27051,155438.0,162,639,83.71314,243.01849,309.77098,97,256.92784,24922.0,193,306,26.35623,0,0,282.97055,300.1834,97,384.21649,37269.0,185,639,136.57943999999998,1,0,1.30296,pilB_mNG_fliC-,Solid,,,,
1,pilB_mNG_fliC-_sol_Gasket_1_event6_tirf_RAW_Stack.tif,1063,255,255,255,53.35513,24.12653,1,1185,119.95443,142146.0,63,243,28.01175,343.01262,105.09198,137,135.21168,18524.0,63,201,37.24135,0,0,270.05733,129.12014,137,142.59124,19535.0,56,243,48.67503,1,0,1.21571,pilB_mNG_fliC-,Solid,,,,
1,pilB_mNG_fliC-_sol_Gasket_1_event7_tirf_RAW_Stack.tif,443,255,255,255,14.76411,25.1456,1,501,139.5509,69915.0,69,208,29.07363,325.2855600000001,407.40358,112,127.32143,14260.0,73,170,23.90455,0,0,319.63618,378.39938,112,140.01786,15682.0,57,208,39.45667,0,0,0.92629,pilB_mNG_fliC-,Solid,,,,
2,pilB_mNG_fliC-_sol_Gasket_1_event7_tirf_RAW_Stack.tif,470,255,255,255,15.536170000000002,27.01064,1,544,88.98897,48410.0,40,161,24.40043,87.39788,70.72766999999997,80,73.0625,5845.0,44,96,9.31766,0,0,72.87243000000002,35.16096,80,111.4,8912.0,41,161,34.75178,2,0,1.05241,pilB_mNG_fliC-,Solid,,,,
1,pilB_mNG_fliC-_sol_Gasket_1_event8_tirf_RAW_Stack.tif,424,255,255,255,12.82547,32.136790000000005,1,485,141.69485,68722.0,65,214,32.66923,211.93012,140.10921000000002,112,133.45536,14947.0,33,214,48.7625,1,0,216.31641,106.92446,112,138.63393,15527.0,55,187,33.4462,0,0,0.92835,pilB_mNG_fliC-,Solid,,,,
2,pilB_mNG_fliC-_sol_Gasket_1_event8_tirf_RAW_Stack.tif,471,255,255,255,26.11996,20.56157,1,537,134.03166000000002,71975.0,64,199,24.28978,399.69386,308.91155,137,120.9854,16575.0,54,170,30.15401,0,0,424.25791,329.14705,137,124.54745,17063.0,51,199,40.19309000000001,0,0,0.8422,pilB_mNG_fliC-,Solid,,,,
1,pilB_mNG_fliC-_sol_Gasket_1_event9_tirf_RAW_Stack.tif,514,255,255,255,31.854090000000006,45.61673,1,584,120.84075,70571.0,56,254,33.8508,385.84577,141.68159,137,110.43796,15130.0,69,151,24.34672,0,0,359.72707,162.78396,137,139.55473999999998,19119.0,70,254,50.10444,0,0,1.06682,pilB_mNG_fliC-,Solid,,,,
2,pilB_mNG_fliC-_sol_Gasket_1_event9_tirf_RAW_Stack.tif,416,255,255,255,20.14183,26.53606,1,476,122.06933,58105.0,69,154,20.17297,280.99597,142.54961,112,114.13393,12783.0,65,148,22.0844,0,0,272.56452,169.31083,112,114.28571,12800.0,57,153,29.91352,0,0,0.88497,pilB_mNG_fliC-,Solid,,,,
1,pilB_mNG_fliC-_liq_Gasket_0_event11_tirf_RAW_Stack.tif,572,255,255,255,,,2,647,109.264,70694.0,28,163,28.241,335.532,355.1790000000001,137,84.26299999999998,11544.0,39,127,25.918000000000006,0,0,301.382,375.679,137,98.752,13529.0,12,150,37.533,0,0,0.748,pilB_mNG_fliC-,Liquid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_liq_Gasket_0_event12_tirf_RAW_Stack.tif,512,255,255,255,,,2,574,76.293,43792.0,38,141,18.137,167.875,150.981,137,64.40899999999999,8824.0,26,93,20.55,1,0,170.09400000000005,115.952,137,70.971,9723.0,24,141,30.819000000000006,2,0,0.804,pilB_mNG_fliC-,Liquid,0.0,255.0,1.0,1.0
2,pilB_mNG_fliC-_liq_Gasket_0_event12_tirf_RAW_Stack.tif,850,255,255,255,,,2,944,81.532,76966.0,44,145,19.624,287.492,388.061,177,71.763,12702.0,32,108,23.07,0,0,237.927,370.732,177,85.58200000000002,15148.0,51,145,25.865,0,0,0.945,pilB_mNG_fliC-,Liquid,0.0,255.0,1.0,2.0
1,pilB_mNG_fliC-_liq_Gasket_0_event13_tirf_RAW_Stack.tif,645,255,255,255,,,2,730,114.205,83370.0,54,265,32.365,281.923,321.637,137,104.672,14340.0,46,149,30.75,0,0,262.647,366.607,137,118.088,16178.0,47,265,53.673,0,0,0.961,pilB_mNG_fliC-,Liquid,0.0,255.0,1.0,1.0
2,pilB_mNG_fliC-_liq_Gasket_0_event13_tirf_RAW_Stack.tif,516,255,255,255,,,2,589,106.153,62524.0,53,279,35.103,213.424,303.275,112,95.42,10687.0,53,125,21.5,0,0,191.499,273.782,112,140.054,15686.0,56,279,58.199,1,0,1.189,pilB_mNG_fliC-,Liquid,0.0,255.0,1.0,2.0
3,pilB_mNG_fliC-_liq_Gasket_0_event13_tirf_RAW_Stack.tif,547,255,255,255,,,2,618,85.416,52787.0,45,134,19.368,411.124,122.254,137,72.343,9911.0,28,113,25.64,0,0,396.5630000000001,85.475,137,80.964,11092.0,36,134,25.33,0,0,0.83,pilB_mNG_fliC-,Liquid,0.0,255.0,1.0,3.0
4,pilB_mNG_fliC-_liq_Gasket_0_event13_tirf_RAW_Stack.tif,482,255,255,255,,,2,545,58.78,32035.0,32,103,13.805,157.10399999999996,58.131,137,50.467,6914.0,32,69,8.742,0,0,134.016,77.016,137,62.073,8504.0,26,103,19.667,0,0,0.918,pilB_mNG_fliC-,Liquid,0.0,255.0,1.0,4.0
1,pilB_mNG_fliC-_liq_Gasket_0_event14_tirf_RAW_Stack.tif,757,255,255,255,,,2,850,89.527,76098.0,43,135,21.418000000000006,364.101,360.417,137,83.139,11390.0,42,135,26.378,0,0,313.988,379.814,137,86.044,11788.0,48,126,23.342,0,0,0.921,pilB_mNG_fliC-,Liquid,0.0,255.0,1.0,1.0
2,pilB_mNG_fliC-_liq_Gasket_0_event14_tirf_RAW_Stack.tif,661,255,255,255,,,2,750,75.115,56336.0,37,184,20.796,143.034,311.103,137,62.474,8559.0,23,89,17.828,0,0,105.949,341.876,137,89.43799999999997,12253.0,36,184,36.255,0,0,1.018,pilB_mNG_fliC-,Liquid,0.0,255.0,1.0,2.0
3,pilB_mNG_fliC-_liq_Gasket_0_event14_tirf_RAW_Stack.tif,749,255,255,255,,,2,846,77.768,65792.0,42,156,19.503,146.859,84.79,156,70.192,10950.0,35,115,21.868,1,0,119.431,132.377,156,84.846,13236.0,35,156,30.147,1,0,0.995,pilB_mNG_fliC-,Liquid,0.0,255.0,1.0,3.0
1,pilB_mNG_fliC-_liq_Gasket_0_event15_tirf_RAW_Stack.tif,510,255,255,255,,,2,580,110.759,64240.0,47,246,31.655,237.341,266.612,137,100.073,13710.0,57,133,21.757,0,0,259.243,292.901,137,117.263,16065.0,41,246,51.807,0,0,0.965,pilB_mNG_fliC-,Liquid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_liq_Gasket_0_event16_tirf_RAW_Stack-1.tif,723,255,255,255,40.4834,33.09059,2,809,79.55501,64360.0,29,127,20.82904,123.60884,131.69673999999998,156,66.55128,10382.0,18,93,21.46664,0,0,158.80657,150.39876,156,74.67308,11649.0,37,99,17.34848,1,0,0.8290799999999999,pilB_mNG_fliC-,Liquid,,,,1.0
2,pilB_mNG_fliC-_liq_Gasket_0_event16_tirf_RAW_Stack-1.tif,972,255,255,255,43.39095,31.52675,2,1074,103.95345,111646.0,42,177,26.399390000000004,263.66113,417.50517,208,88.56730999999998,18422.0,19,142,30.716490000000004,0,0,218.14246,392.06105,208,92.66346,19274.0,30,154,35.039970000000004,0,0,0.80629,pilB_mNG_fliC-,Liquid,,,,2.0
1,pilB_mNG_fliC-_liq_Gasket_0_event17_tirf_RAW_Stack.tif,759,255,255,255,31.09025,55.81094,2,854,95.95082,81942.0,45,256,29.60953,387.71099,210.00866,137,81.15328000000002,11118.0,41,121,19.28154,0,0,373.13358,262.67082,137,85.09489,11658.0,20,256,61.0754,0,0,0.81486,pilB_mNG_fliC-,Liquid,,,,1.0
1,pilB_mNG_fliC-_liq_Gasket_0_event18_tirf_RAW_Stack.tif,691,255,255,255,51.59117,27.98046,2,773,102.39974,79155.0,51,189,27.147540000000006,379.87981,316.62823,137,93.35036,12789.0,38,189,38.28043,0,0,331.06183,304.6101700000001,137,94.54015,12952.0,45,139,23.33421,0,0,0.87765,pilB_mNG_fliC-,Liquid,,,,1.0
2,pilB_mNG_fliC-_liq_Gasket_0_event18_tirf_RAW_Stack.tif,895,255,255,255,61.01285,24.86648,2,1003,90.74875,91021.0,48,254,27.74068,67.69808,423.85144,112,85.86607,9617.0,41,137,28.56619,0,0,143.28417,434.27731,112,123.16964,13795.0,38,254,61.32264,0,0,1.2042700000000002,pilB_mNG_fliC-,Liquid,,,,2.0
1,pilB_mNG_fliC-_liq_Gasket_0_event2_tirf_RAW_Stack.tif,715,255,255,255,29.43007,46.4972,2,806,80.35608,64767.0,42,122,18.79106,355.3373,170.00433,137,73.9927,10137.0,35,110,22.362820000000006,0,0,374.55964,121.95447,137,75.08029,10286.0,39,122,21.65779,0,0,0.8942200000000001,pilB_mNG_fliC-,Liquid,,,,1.0
2,pilB_mNG_fliC-_liq_Gasket_0_event2_tirf_RAW_Stack.tif,700,255,255,255,45.22429,41.65857000000001,2,792,88.10606,69780.0,44,154,20.7875,165.88474,275.83166,112,69.88393,7827.0,31,98,18.6614,0,0,119.08176,302.10865,112,90.9375,10185.0,39,154,32.77724,0,0,0.8822700000000001,pilB_mNG_fliC-,Liquid,,,,2.0
1,pilB_mNG_fliC-_liq_Gasket_0_event20_tirf_RAW_Stack.tif,473,255,255,255,39.45772,26.51691,2,533,80.95685,43150.0,41,115,17.873620000000006,212.64279,217.87914,52,79.40385,4129.0,52,107,16.03215,0,0,246.37591,207.17993,52,80.28846,4175.0,45,109,19.57223,1,0,0.98301,pilB_mNG_fliC-,Liquid,,,,1.0
1,pilB_mNG_fliC-_liq_Gasket_0_event21_tirf_RAW_Stack.tif,924,255,255,255,51.045,42.297,2,1040,85.01,88410.0,47,127,19.305,232.593,198.756,156,79.429,12391.0,39,127,23.442,0,0,286.682,237.864,156,83.37799999999999,13007.0,44,123,22.487,0,0,0.94,pilB_mNG_fliC-,Liquid,,,,1.0
1,pilB_mNG_fliC-_liq_Gasket_0_event22_tirf_RAW_Stack.tif,718,255,255,255,,,2,816,84.23200000000001,68733.0,39,136,20.924,207.745,300.185,137,81.482,11163.0,39,136,29.139,0,0,243.779,258.404,137,83.92,11497.0,36,133,27.013,0,0,0.973,pilB_mNG_fliC-,Liquid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_liq_Gasket_0_event3_tirf_RAW_Stack.tif,682,255,255,255,42.88,24.626,2,761,92.321,70256.0,52,264,30.964,365.731,99.25,37,67.21600000000001,2487.0,43,89,13.837,0,0,314.25,86.82700000000001,37,142.838,5285.0,68,261,58.665,0,0,1.155,pilB_mNG_fliC-,Liquid,,,,1.0
1,pilB_mNG_fliC-_liq_Gasket_0_event4_tirf_RAW_Stack.tif,654,255,255,255,30.38838,46.5367,2,741,77.91633,57736.0,46,177,20.71241,438.67095,267.78293,112,63.0625,7063.0,41,77,9.02477,0,0,419.04501,220.33481,112,93.0625,10423.0,40,177,34.87126,0,0,1.00269,pilB_mNG_fliC-,Liquid,,,,1.0
1,pilB_mNG_fliC-_liq_Gasket_0_event5_tirf_RAW_Stack.tif,491,255,255,255,39.13951,24.97251,2,554,104.89892,58114.0,49,248,29.94088,332.68565,323.6076,112,98.90179,11077.0,55,131,22.76553,0,0,367.29848,315.32594,112,122.86607,13761.0,51,248,49.82429000000001,1,0,1.09964,pilB_mNG_fliC-,Liquid,,,,1.0
2,pilB_mNG_fliC-_liq_Gasket_0_event5_tirf_RAW_Stack.tif,578,255,255,255,34.74048,36.82007,2,659,73.00303000000002,48109.0,39,148,19.17049,472.31237,259.55531,112,56.08929000000001,6282.0,38,73,8.462480000000001,0,0,443.35633,290.07931,112,90.74107,10163.0,37,148,28.62235,0,0,1.00858,pilB_mNG_fliC-,Liquid,,,,2.0
1,pilB_mNG_fliC-_liq_Gasket_0_event6_tirf_RAW_Stack.tif,588,255,255,255,37.04422,32.091840000000005,2,663,96.09201,63709.0,44,141,22.67555,318.4525,257.61794,156,86.90385,13557.0,42,130,26.10766,0,0,288.08794,279.76005,156,89.97436,14036.0,52,117,19.09026,0,0,0.85951,pilB_mNG_fliC-,Liquid,,,,1.0
1,pilB_mNG_fliC-_liq_Gasket_0_event7_tirf_RAW_Stack.tif,556,255,255,255,42.53237,25.82554,2,624,93.53045,58363.0,46,160,21.95813,296.76913,331.65309,137,86.0365,11787.0,43,115,20.71282,0,0,261.21314,341.28147,137,99.29197,13603.0,46,160,31.076320000000006,0,0,0.98361,pilB_mNG_fliC-,Liquid,,,,1.0
1,pilB_mNG_fliC-_liq_Gasket_0_event8_tirf_RAW_Stack.tif,941,255,255,255,39.87088,53.95165,2,1060,100.78491,106832.0,49,155,24.93779,258.26642000000004,274.4448,156,85.4359,13328.0,30,151,30.01573,0,0,220.32652,334.29739,156,91.46795,14269.0,47,155,29.43082,0,0,0.83501,pilB_mNG_fliC-,Liquid,,,,1.0
2,pilB_mNG_fliC-_liq_Gasket_0_event8_tirf_RAW_Stack.tif,495,255,255,255,36.81313,33.39697,2,564,94.60106,53355.0,48,179,26.216990000000006,235.15707,199.76327,137,79.13139,10841.0,46,104,14.645220000000002,0,0,261.22089,220.76707,137,99.88321,13684.0,36,179,39.91205,0,0,0.90035,pilB_mNG_fliC-,Liquid,,,,2.0
3,pilB_mNG_fliC-_liq_Gasket_0_event8_tirf_RAW_Stack.tif,704,255,255,255,44.96591,28.99006,2,787,62.47649000000001,49169.0,34,115,13.70195,380.56668,47.1238,156,54.60896999999999,8519.0,26,74,13.22001,0,0,423.64347,32.497209999999995,156,69.94872,10912.0,33,115,20.56517,0,0,0.99477,pilB_mNG_fliC-,Liquid,,,,3.0
1,pilB_mNG_fliC-_liq_Gasket_0_event9_tirf_RAW_Stack.tif,999,255,255,255,51.97,32.703,2,1113,86.14399999999998,95878.0,45,165,20.088,294.616,196.005,156,77.14699999999998,12035.0,37,115,23.563,1,0,226.205,171.497,156,91.404,14259.0,44,165,30.331,0,0,0.97,pilB_mNG_fliC-,Liquid,,,,1.0
2,pilB_mNG_fliC-_liq_Gasket_0_event9_tirf_RAW_Stack.tif,0,0,0,0,0.0,0.0,2,735,100.035,73526.0,50,199,26.416,379.312,225.469,137,88.182,12081.0,41,126,21.747,0,0,418.532,249.783,137,106.139,14541.0,41,199,44.727,0,0,0.955,pilB_mNG_fliC-,Liquid,,,,2.0
1,pilB_mNG_fliC-_sol_Gasket_0_event1_tirf_RAW_Stack.tif,966,255,255,255,,,2,1105,135.53799999999998,149769.0,58,440,55.524,277.8,139.216,112,138.75,15540.0,41,262,60.274,1,0,328.254,71.086,112,232.527,26043.0,70,440,103.534,2,0,1.5119999999999998,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event11_tirf_RAW_Stack.tif,665,255,255,255,,,2,739,99.539,73559.0,41,160,30.06,230.398,132.795,208,95.087,19778.0,37,153,35.666,1,0,244.988,164.025,208,98.351,20457.0,38,160,31.157,0,0,0.937,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event12_tirf_RAW_Stack.tif,900,255,255,255,,,2,986,117.528,115883.0,43,288,40.868,368.269,258.377,177,115.994,20531.0,41,215,46.758,2,0,423.731,258.377,177,128.243,22699.0,32,288,64.986,1,0,1.062,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
2,pilB_mNG_fliC-_sol_Gasket_0_event12_tirf_RAW_Stack.tif,1317,255,255,255,,,2,1456,94.584,137714.0,38,306,38.382,336.521,480.893,208,74.779,15554.0,27,126,26.399,2,0,285.198,419.508,208,115.236,23969.0,36,306,67.139,1,0,1.006,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,2.0
1,pilB_mNG_fliC-_sol_Gasket_0_event13_tirf_RAW_Stack.tif,594,255,255,255,,,2,668,130.313,87049.0,50,203,42.005,293.821,318.168,137,109.088,14945.0,40,203,50.26300000000001,0,0,270.655,288.2390000000001,137,131.606,18030.0,46,190,37.62,0,0,0.877,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event14_tirf_RAW_Stack.tif,688,255,255,255,41.49564,33.41279,2,767,69.78227,53523.0,33,112,19.38354,200.38596,144.51437,208,57.33173000000001,11925.0,26,84,16.03862,0,0,230.26691,162.70792,208,72.39904,15059.0,31,112,23.8872,0,0,0.8579,pilB_mNG_fliC-,Solid,,,,1.0
2,pilB_mNG_fliC-_sol_Gasket_0_event14_tirf_RAW_Stack.tif,948,255,255,255,35.27954000000001,45.87658,2,1054,78.19639000000002,82419.0,38,124,22.33587,356.8349100000001,397.90475,177,64.71751,11455.0,30,103,19.516,0,0,324.84159,348.30414,177,80.02825,14165.0,41,124,25.16004,0,0,0.89194,pilB_mNG_fliC-,Solid,,,,2.0
1,pilB_mNG_fliC-_sol_Gasket_0_event15_tirf_RAW_Stack.tif,1279,255,255,255,52.10281,33.68921,2,1398,181.3412,253515.0,64,453,72.63226999999998,327.32337,322.95255,225,187.88,42273.0,62,312,74.08211,0,0,262.94391,343.86871,225,231.41778,52069.0,71,453,96.87789,0,0,1.24862,pilB_mNG_fliC-,Solid,,,,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event16_tirf_RAW_Stack.tif,1197,255,255,255,61.76817,22.42899,2,1310,111.57634,146165.0,42,239,37.38506,279.10601,312.63755,225,96.08,21618.0,30,220,42.74,1,0,351.98204,321.64866,225,105.83111,23812.0,31,239,56.00357,0,0,0.86188,pilB_mNG_fliC-,Solid,,,,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event17_tirf_RAW_Stack.tif,741,255,255,255,39.9413,36.60526,2,829,113.83353,94368.0,40,337,46.24064,341.46767,233.1681,177,105.01695,18588.0,38,165,38.57276,0,0,375.32582,204.58763,177,132.40678,23436.0,44,337,73.37918,1,0,1.07726,pilB_mNG_fliC-,Solid,,,,1.0
2,pilB_mNG_fliC-_sol_Gasket_0_event17_tirf_RAW_Stack.tif,902,255,255,255,21.14634,50.38248,2,989,148.89889,147261.0,57,416,56.77776,261.07327000000004,168.20791,177,114.46893,20261.0,31,197,54.73905,1,0,259.48223,223.75123,177,172.53672,30539.0,39,416,97.73056,1,0,0.94467,pilB_mNG_fliC-,Solid,,,,2.0
1,pilB_mNG_fliC-_sol_Gasket_0_event2_tirf_RAW_Stack.tif,829,255,255,255,,,2,927,98.033,90877.0,45,144,23.895,308.069,275.607,177,79.164,14012.0,39,111,22.036,1,0,254.305,295.702,177,95.48,16900.0,45,140,28.204,0,0,0.8340000000000001,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event20_tirf_RAW_Stack.tif,1371,255,255,255,48.793,56.512,2,1518,97.101,147399.0,36,268,37.08,174.21,251.413,208,99.409,20677.0,34,239,51.562,3,0,228.609,184.251,208,108.793,22629.0,29,268,59.868,1,0,1.102,pilB_mNG_fliC-,Solid,,,,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event21_tirf_RAW_Stack.tif,959,255,255,255,,,2,1058,154.284,163233.0,50,503,68.469,213.516,246.321,208,156.389,32529.0,53,318,72.601,1,0,265.504,262.615,208,190.808,39688.0,50,503,107.349,3,0,1.225,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event3_tirf_RAW_Stack.tif,997,255,255,255,,,2,1127,111.319,125456.0,47,290,37.425,265.697,352.386,137,118.328,16211.0,35,290,60.394,2,0,335.712,314.365,137,138.69299999999998,19001.0,51,279,57.999,2,0,1.215,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event4_tirf_RAW_Stack.tif,605,255,255,255,,,2,679,145.351,98693.0,67,245,37.538,356.662,262.617,137,127.569,17477.0,49,191,39.069,0,0,315.271,252.657,137,149.431,20472.0,77,245,45.724,1,0,0.923,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event5_tirf_RAW_Stack.tif,595,255,255,255,,,2,677,129.607,87744.0,62,398,48.36600000000001,290.716,339.431,137,113.27,15518.0,61,152,27.796,0,0,311.198,379.612,137,159.934,21911.0,42,398,92.885,2,0,1.094,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event6_tirf_RAW_Stack.tif,901,255,255,255,47.17100000000001,29.318,2,1001,170.037,170207.0,58,1035,134.653,320.413,180.105,156,111.314,17365.0,36,176,41.67,0,0,264.992,157.329,156,311.724,48629.0,64,1035,276.456,2,0,1.398,pilB_mNG_fliC-,Solid,,,,1.0
2,pilB_mNG_fliC-_sol_Gasket_0_event6_tirf_RAW_Stack.tif,0,0,0,0,0.0,0.0,2,1105,94.158,104045.0,39,370,43.804,40.524,335.916,156,75.667,11804.0,37,124,21.769,2,0,101.494,316.14,156,144.814,22591.0,43,370,86.084,3,0,1.255,pilB_mNG_fliC-,Solid,,,,2.0
1,pilB_mNG_fliC-_sol_Gasket_0_event7_tirf_RAW_Stack.tif,1038,255,255,255,,,2,1136,114.503,130075.0,43,289,40.716,287.365,200.215,177,91.853,16258.0,26,165,40.484,0,0,280.096,261.60200000000003,177,111.87,19801.0,23,289,70.751,2,0,0.847,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event1_tirf_RAW_Stack.tif,1093,255,255,255,33.507,56.758,2,1203,100.374,120750.0,38,184,33.853,289.4190000000001,167.446,208,85.154,17712.0,35,155,32.07,0,0,266.996,226.711,208,106.601,22173.0,39,184,42.528,0,0,0.933,pilB_mNG_fliC-,Solid,,,,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event12_tirf_RAW_Stack.tif,1042,255,255,255,,,2,1145,185.142,211988.0,63,428,61.887,306.009,369.612,177,161.249,28541.0,29,360,88.945,0,0,236.995,369.569,177,191.062,33818.0,67,428,97.348,1,0,0.931,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event13_tirf_RAW_Stack.tif,938,255,255,255,,,2,1038,103.212,107134.0,37,220,34.775,174.483,234.704,177,93.955,16630.0,43,144,30.694000000000006,1,0,226.039,259.29900000000004,177,102.282,18104.0,28,220,52.147,0,0,0.927,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event14_tirf_RAW_Stack.tif,710,255,255,255,,,2,795,299.687,238251.0,93,1474,211.867,190.586,323.842,137,188.022,25759.0,49,342,87.03200000000002,0,0,201.014,274.858,137,484.431,66367.0,90,1474,407.764,3,0,1.199,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
2,pilB_mNG_fliC-_sol_Gasket_1_event14_tirf_RAW_Stack.tif,773,255,255,255,,,2,857,127.767,109496.0,51,226,41.289,400.098,225.731,137,104.956,14379.0,13,198,54.338,0,0,403.222,178.222,137,125.365,17175.0,37,183,42.567,0,0,0.861,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,2.0
1,pilB_mNG_fliC-_sol_Gasket_1_event17_tirf_RAW_Stack.tif,1015,255,255,255,,,2,1120,93.544,104769.0,40,267,36.113,260.231,298.649,177,72.859,12896.0,45,99,14.648,1,0,326.765,304.397,177,117.017,20712.0,29,267,61.493,0,0,1.022,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event18_tirf_RAW_Stack.tif,583,255,255,255,25.70926,41.07461,2,653,165.68147,108190.0,52,319,58.84384,317.19593,354.1234,156,148.35897,23144.0,27,249,69.53161,0,0,326.99914,323.30181,156,188.63462,29427.0,78,319,64.88721,0,0,1.03305,pilB_mNG_fliC-,Solid,,,,1.0
